"Keywords","Average Searches","Average Clicks","CTR","Competition","KD","Tag Occurrences","Character Count","Google Searches"
"st mary mead gift",0,0,0,0,"","1","17","N/A"
"murder mystery tee",0,0,0,1509,"","1","18","N/A"
"teacher lib gift",0,0,0,0,"","1","16","N/A"
"reading group gift",0,0,0,2214,"","1","18","N/A"
"group gift exchange",0,0,0,1462,"","1","19","N/A"
"custom name bag",1,0,0,131181,"100","1","15","N/A"
"personalized jute",0,0,0,2613,"","1","17","N/A"
"latenight reader tee",0,0,0,17,"","1","20","N/A"
"cute owl reading tee",0,0,0,0,"","1","20","N/A"
"bookworm graphic tee",1,0,0,9780,"100","1","20","N/A"
"library lover shirts",0,0,0,18715,"","1","20","N/A"
"teacher bookish tees",0,0,0,0,"","1","20","N/A"
"librarian gift ideas",1,0,0,5849,"100","1","20",170
"introvert reader tee",0,0,0,4263,"","1","20","N/A"
"booktok reader gifts",0,0,0,57250,"","1","20","N/A"
"owl bookish design",0,0,0,0,"","1","18","N/A"
"cozy reading vibes",0,0,0,1994,"","1","18","N/A"
"vacation reading tee",0,0,0,0,"","1","20","N/A"
"bookworm aesthetic",0,0,0,9949,"","1","18","N/A"
"library lover",0,0,0,94749,"","1","13","N/A"
"summer reader",0,0,0,6015,"","1","13","N/A"
"bookish shirt gift",0,0,0,99259,"","1","18","N/A"
"librarian teacher",0,0,0,66308,"","1","17","N/A"
"reader mom shirt",0,0,0,5801,"","1","16","N/A"
"movie discussion",0,0,0,0,"","1","16","N/A"
"classic literature",13,0,0,43831,"100","1","18",12100
"anne of avonlea",3,0,0,950,"100","1","15",4400
"prince edward island",17,13,76,1537,"98","1","20",74000
"lucy maud montgomery",0,0,0,480,"","1","20","N/A"
"reader tshirt",1,0,0,89465,"100","1","13","N/A"
"introvert tee",0,0,0,51046,"","1","13","N/A"
"skeleton reader",0,0,0,9443,"","1","15","N/A"
"coffee cat tee",0,0,0,5836,"","1","14","N/A"
"minimalist cat shirt",2,0,0,13670,"100","1","20","N/A"
"cat lover gift",0,0,0,502790,"","1","14",170
"aesthetic t shirt",0,0,0,336933,"","1","17","N/A"
"cozy aesthetic tee",0,0,0,7029,"","1","18","N/A"
"line art cat",2,0,0,8163,"","1","12","N/A"
"cat coffee shirt",16,20,125,10667,"","1","16","N/A"
"goodreads review",0,0,0,0,"","1","16","N/A"
"books and brews",5,1,20,1239,"","1","15",5400
"fantasy colors",0,0,0,19210,"","1","14","N/A"
"whimsical details",0,0,0,2647,"","1","17","N/A"
"books and craft",0,0,0,0,"","1","15","N/A"
"boys aquarium shirt",0,0,0,401,"","1","19","N/A"
"see you next season",0,0,0,0,"","1","19","N/A"
"24 81 shirt couple",0,0,0,0,"","1","18","N/A"
"fantasy reader png",1,0,0,2564,"","1","18",0
"reading girl png",1,0,0,4895,"","1","16","N/A"
"tshirt graphic",3,0,0,2599853,"","1","14",2900
"retro tshirt print",0,0,0,0,"","1","18","N/A"
"dtg printable",0,0,0,15750,"","1","13","N/A"
"dtf transfer design",0,0,0,183652,"","1","19","N/A"
"vintage graphic png",0,0,0,27108,"","1","19","N/A"
"dogs and books png",0,0,0,0,"","1","18","N/A"
"elementary librarian",1,0,0,2961,"","1","20","N/A"
"retro library png",0,0,0,0,"","1","17","N/A"
"dog lover png",5,0,0,47084,"","1","13","N/A"
"dogs books coffee",3,0,0,1537,"","1","17","N/A"
"gift for bookish sis",0,0,0,971,"","1","20","N/A"
"antisocial readers",0,0,0,2581,"","1","18","N/A"
"girly bookish tee",0,0,0,2968,"","1","17","N/A"
"fiction lover tshirt",0,0,0,3349,"","1","20","N/A"
"booktrovert shirt",15,9,60,13137,"","1","17",140
"italian summer tee",1,0,0,2754,"","1","18","N/A"
"bookish tote design",0,0,0,1550,"","1","19","N/A"
"reader mug design",0,0,0,0,"","1","17","N/A"
"summer reading gift",0,0,0,5863,"","1","19","N/A"
"capri aesthetic png",0,0,0,0,"","1","19","N/A"
"heat press shirt art",0,0,0,0,"","1","20","N/A"
"booklover sublimaion",0,0,0,0,"","1","20","N/A"
"italian readr gift",0,0,0,0,"","1","18","N/A"
"bookworm bingo",0,0,0,46,"","1","14","N/A"
"reading activity",2,0,0,16346,"","1","16","N/A"
"homeschool activity",1,0,0,123951,"","1","19","N/A"
"party game for kids",0,0,0,359654,"","1","19","N/A"
"printable bingo",8,1,13,53037,"","1","15",480
"library game",0,0,0,6805,"","1","12","N/A"
"classroom bingo",3,0,0,8998,"","1","15","N/A"
"romantasy sweatshirt",5,1,20,6382,"","1","20","N/A"
"romantic bookish",0,0,0,5129,"","1","16","N/A"
"rom fan literature",0,0,0,0,"","1","18","N/A"
"hoodie gift for her",10,9,90,160242,"","1","19","N/A"
"fall reader sweater",0,0,0,2540,"","1","19","N/A"
"light academia fae",0,0,0,0,"","1","18","N/A"
"girls night invite",8,1,13,18205,"","1","18",0
"craft party invite",3,0,0,69332,"","1","18","N/A"
"diy craft night",0,0,0,13505,"","1","15","N/A"
"craft night invite",2,0,0,1423,"100","1","18","N/A"
"butter yellow invite",1,0,0,58,"88","1","20","N/A"
"diy bookmark",6,1,17,13172,"100","1","12","N/A"
"bookmark making",0,0,0,17326,"","1","15","N/A"
"crafting birthday",0,0,0,1728706,"","1","17","N/A"
"cute trending svg",0,0,0,0,"","1","17","N/A"
"cricut silhouette",0,0,0,760991,"","1","17","N/A"
"commercial use svg",3,0,0,157193,"100","1","18","N/A"
"hot girls read",0,0,0,5300,"","1","14",0
"smutty svg",0,0,0,1165,"","1","10","N/A"
"cowgirl sweatshirt",15,12,80,31844,"100","1","18","N/A"
"cowboy romance",32,38,119,3834,"100","1","14",880
"wild west sweater",0,0,0,1106,"","1","17","N/A"
"read sweatshirt",7,1,14,15831,"100","1","15",320
"bookish things",0,0,0,6368,"","1","14",1000
"smut sweatshirt",6,1,17,6240,"100","1","15","N/A"
"booktok sweatshirt",26,0,0,14246,"100","1","18",0
"horse sweater",8,1,13,6859,"100","1","13",6600
"read more books",8,1,13,14341,"100","1","15",880
"read banned books",8,1,13,10604,"100","1","17","N/A"
"literary shirt",8,1,13,59148,"100","1","14",720
"anti social shirt",0,0,0,52304,"","1","17","N/A"
"girl loves books",0,0,0,11569,"","1","16","N/A"
"im booked shirt",1,0,0,5461,"100","1","15","N/A"
"booktrovert png",0,0,0,3623,"","1","15","N/A"
"banned books png",1,0,0,753,"100","1","16","N/A"
"fiction books",0,0,0,224229,"","1","13","N/A"
"summer reading",3,0,0,10722,"100","1","14",6600
"teacher mom png",0,0,0,15394,"","1","15","N/A"
"gift for librarian",0,0,0,130675,"","1","18","N/A"
"tale as old as time",1,0,0,4366,"100","1","19","N/A"
"princess belle png",0,0,0,4303,"","1","18","N/A"
"beauty beast design",0,0,0,1909,"","1","19","N/A"
"bookworm png file",0,0,0,5522,"","1","17","N/A"
"disney belle png",0,0,0,0,"","1","16","N/A"
"princess reads",0,0,0,0,"","1","14","N/A"
"romance tropes mug",0,0,0,209,"","1","18","N/A"
"romance tropes gift",0,0,0,4194,"","1","19","N/A"
"slow burn lover",0,0,0,0,"","1","15","N/A"
"late night read",0,0,0,0,"","1","15","N/A"
"cozy reader",0,0,0,56754,"","1","11",20
"bibliophile tee",0,0,0,7064,"","1","15","N/A"
"tea and books",2,0,0,12555,"100","1","13","N/A"
"bookish apparel",5,0,0,19405,"100","1","15",720
"reader gift tee",0,0,0,59086,"","1","15","N/A"
"late night chilling",0,0,0,0,"","1","19","N/A"
"literary gift tee",0,0,0,22809,"","1","17","N/A"
"think fast game",15,14,93,1807,"100","1","15","N/A"
"think quick",0,0,0,731,"","1","11","N/A"
"funny think fast",1,0,0,172,"100","1","16","N/A"
"summer think fast",1,0,0,52,"86","1","17","N/A"
"summer party games",3,0,0,21492,"100","1","18","N/A"
"games for teens",4,0,0,14473,"100","1","15","N/A"
"teen party games",8,1,13,10173,"100","1","16",0
"reading group games",0,0,0,1006,"","1","19","N/A"
"birthday gift",0,0,0,6286682,"","1","13",49500
"name bookmark",4,0,0,5729,"100","1","13",320
"name keychain",0,0,0,78166,"","1","13",2400
"friends gift",16,10,63,597125,"100","1","12",2400
"stockign stuffer",0,0,0,10,"","1","16","N/A"
"little reader gift",0,0,0,4529,"","1","18","N/A"
"stfuattdlagg",0,0,0,3337,"","1","12",14800
"reading hoodie",4,0,0,14273,"100","1","14",90
"booknerd",1,0,0,3120,"100","1","8","N/A"
"shirt for bookworm",0,0,0,73713,"","1","18","N/A"
"late night reader",0,0,0,2092,"","1","17","N/A"
"reader sticker",7,1,14,48047,"100","1","14",70
"bookworm sticker",4,0,0,17247,"100","1","16","N/A"
"booktok sticker",0,0,0,25459,"","1","15","N/A"
"cute bookish sticker",0,0,0,11019,"","1","20",0
"journal sticker",0,0,0,326041,"","1","15","N/A"
"reading gift",24,27,113,368054,"100","1","12",8100
"funny reading glass",0,0,0,741,"","1","19","N/A"
"spicy merch",0,0,0,7512,"","1","11","N/A"
"smut gift idea",0,0,0,1600,"","1","14","N/A"
"smut wine glass",0,0,0,0,"","1","15","N/A"
"funny mom t shirt",0,0,0,384592,"","1","17","N/A"
"tired mom shirt",0,0,0,16410,"","1","15",110
"mom humor shirt",3,0,0,69651,"100","1","15",0
"mom gift shirt",0,0,0,1251824,"","1","14","N/A"
"individual edition",0,0,0,0,"","1","18","N/A"
"the story keeper",0,0,0,0,"","1","16","N/A"
"lisa wingate",0,0,0,2,"","1","12","N/A"
"books about books",0,0,0,17068,"","1","17","N/A"
"legends",2,0,0,133041,"100","1","7",301000
"superstitions",0,0,0,1728,"","1","13","N/A"
"dark romance sticker",0,0,0,6027,"","1","20",390
"waterproof decal",3,0,0,220461,"100","1","16","N/A"
"smut reader sticker",0,0,0,7442,"","1","19","N/A"
"romantasy merch",6,1,17,15021,"100","1","15","N/A"
"romance aesthetic",0,0,0,11896,"","1","17","N/A"
"dagger rose sticker",0,0,0,0,"","1","19","N/A"
"ready to press",6,1,17,385426,"100","1","14","N/A"
"retro bookish dtf",0,0,0,0,"","1","17","N/A"
"funny bookish dtf",0,0,0,0,"","1","17","N/A"
"tale as old dtf",0,0,0,0,"","1","15","N/A"
"disney reader dtf",0,0,0,0,"","1","17","N/A"
"vintage belle dtf",0,0,0,0,"","1","17","N/A"
"disney reading dtf",0,0,0,0,"","1","18","N/A"
"reader enamel pin",9,13,144,717,"95","1","17","N/A"
"bookish enamel pin",0,0,0,1128,"","1","18","N/A"
"my secret copy",0,0,0,147,"","1","14","N/A"
"bibliophile gifts",2,0,0,28144,"100","1","17","N/A"
"morally gray crew",0,0,0,0,"","1","17","N/A"
"reading gift crew",0,0,0,0,"","1","17","N/A"
"cute bookish crew",0,0,0,0,"","1","17","N/A"
"reader gift crew",0,0,0,0,"","1","16","N/A"
"fun reader crew",0,0,0,0,"","1","15","N/A"
"cozy reading crew",0,0,0,0,"","1","17","N/A"
"reading crew",0,0,0,28117,"","1","12","N/A"
"bookish skeleton",1,0,0,6456,"100","1","16","N/A"
"summer shirt",0,0,0,638969,"","1","12",8100
"trendy sweatshirt",0,0,0,323538,"","1","17",2400
"the poppy fields",0,0,0,6913,"","1","16","N/A"
"nikki erlick",0,0,0,0,"","1","12","N/A"
"reader shirt design",0,0,0,6892,"","1","19","N/A"
"bookish mug design",0,0,0,0,"","1","18","N/A"
"retro reader tee",0,0,0,5108,"","1","16","N/A"
"reading lover print",0,0,0,23112,"","1","19","N/A"
"boklover sublimaton",0,0,0,0,"","1","19","N/A"
"readr gift design",0,0,0,0,"","1","17","N/A"
"romance tropes",3,0,0,7910,"100","1","14","N/A"
"romance novel mug",1,0,0,398,"100","1","17","N/A"
"reader mug",8,1,13,22872,"100","1","10","N/A"
"miss willa colyns",1,0,0,134,"100","1","17","N/A"
"fbaa",3,0,0,1033,"100","1","4","N/A"
"casteel",0,0,0,1063,"","1","7","N/A"
"heartmates",0,0,0,201,"","1","10","N/A"
"jla",0,0,0,1164,"","1","3","N/A"
"jennifer armentrout",4,0,0,545,"100","1","19","N/A"
"atlantia",0,0,0,310,"","1","8","N/A"
"detective mystery",1,0,0,9672,"100","1","17","N/A"
"literature worksheet",0,0,0,592,"","1","20","N/A"
"detective stories",0,0,0,1380,"","1","17","N/A"
"arthur conan doyle",0,0,0,1298,"","1","18","N/A"
"british mysteries",0,0,0,768,"","1","17","N/A"
"initial gift",2,0,0,214330,"100","1","12",320
"name tag gift",0,0,0,96078,"","1","13","N/A"
"keepsake gifts",3,0,0,966310,"100","1","14","N/A"
"personalized charms",9,1,11,223387,"100","1","19",480
"drink marker gift",0,0,0,0,"","1","17","N/A"
"drink marker",2,0,0,5808,"100","1","12",720
"tired girls",0,0,0,0,"","1","11","N/A"
"iron flame",15,10,67,9928,"100","1","10","N/A"
"romantasy books",1,0,0,13296,"100","1","15","N/A"
"fantasy reader",3,0,0,53928,"100","1","14","N/A"
"xaden riorson",0,0,0,8485,"","1","13",49500
"tairn",6,1,17,4218,"100","1","5","N/A"
"rebecca yarros",0,0,0,5935,"","1","14","N/A"
"onyx storm",0,0,0,7644,"","1","10",40500
"trigger warnings",2,0,0,2198,"100","1","16",22200
"bookish valentine",1,0,0,8955,"100","1","17","N/A"
"endless tbr shirt",0,0,0,41,"","1","17","N/A"
"vintage bookish tee",0,0,0,7710,"","1","19","N/A"
"spooky readers",0,0,0,7748,"","1","14","N/A"
"retro halloween png",0,0,0,103768,"","1","19","N/A"
"school headband",0,0,0,9987,"","1","15","N/A"
"teacher accessory",0,0,0,173084,"","1","17","N/A"
"student gift",1,0,0,501924,"100","1","12","N/A"
"librarian headband",0,0,0,45,"","1","18","N/A"
"bookworm gift idea",0,0,0,17951,"","1","18","N/A"
"wide stretchy",0,0,0,4360,"","1","13","N/A"
"literary",9,1,11,207831,"100","1","8",22200
"cap",0,0,0,1093397,"","1","3",301000
"graphic hat",0,0,0,32753,"","1","11","N/A"
"beachy",0,0,0,108975,"","1","6",4400
"james",0,0,0,86042,"","1","5",135000
"percival everett",0,0,0,0,"","1","16","N/A"
"reading group",0,0,0,4626,"","1","13","N/A"
"converstion starters",0,0,0,130,"","1","20","N/A"
"icebreaker questions",7,1,14,3209,"100","1","20",74000
"conversation card",1,0,0,8064,"100","1","17","N/A"
"dark romance tshirt",3,0,0,6825,"100","1","19","N/A"
"fantasy lover",1,0,0,126633,"100","1","13","N/A"
"fantasy romance",0,0,0,34154,"","1","15","N/A"
"fantasy reader gift",3,0,0,41579,"100","1","19","N/A"
"literary gift",3,0,0,150900,"100","1","13","N/A"
"teacher favors",1,0,0,45718,"100","1","14","N/A"
"classroom treats",0,0,0,19658,"","1","16","N/A"
"gummy worm favors",0,0,0,0,"","1","17","N/A"
"reading party",0,0,0,82103,"","1","13","N/A"
"library gifts",12,6,50,124492,"100","1","13",210
"candy favors",8,1,13,109001,"100","1","12",390
"student rewards",0,0,0,1036,"","1","15","N/A"
"canva invitation",35,29,83,491991,"100","1","16",18100
"editable invite",0,0,0,854298,"","1","15","N/A"
"printable invite",0,0,0,544412,"","1","16","N/A"
"literary event",0,0,0,0,"","1","14","N/A"
"gift for booktrovert",0,0,0,15823,"","1","20","N/A"
"booktrovert tumbler",1,0,0,1227,"100","1","19","N/A"
"reader gift cup",0,0,0,0,"","1","15","N/A"
"reader travel cup",0,0,0,0,"","1","17","N/A"
"reader travel mug",0,0,0,896,"","1","17","N/A"
"romantasy tumbler",3,0,0,1957,"100","1","17",0
"glass straw",0,0,0,55915,"","1","11",12100
"sports romance",2,0,0,1389,"100","1","14","N/A"
"smutty reader",0,0,0,7622,"","1","13","N/A"
"svg cut file",3,0,0,1335304,"100","1","12","N/A"
"cute vinyl sticker",3,0,0,190454,"100","1","18",170
"bookish humor",0,0,0,8384,"","1","13","N/A"
"cozy reading apparel",0,0,0,0,"","1","20","N/A"
"snuggle up tee",0,0,0,0,"","1","14","N/A"
"bookworm fashion",0,0,0,4160,"","1","16","N/A"
"relaxed fit tee",1,0,0,87620,"100","1","15","N/A"
"introvert friendly",0,0,0,390,"","1","18","N/A"
"paw prints",2,0,0,125245,"100","1","10",90500
"catnip",0,0,0,10916,"","1","6",90500
"trending png file",10,13,130,39526,"100","1","17","N/A"
"horror reader art",0,0,0,0,"","1","17","N/A"
"dark academia png",30,39,130,6080,"100","1","17",90
"gothic library art",3,0,0,3249,"100","1","18",20
"halloween digital",0,0,0,937553,"","1","17","N/A"
"creepy readers png",0,0,0,0,"","1","18","N/A"
"iconic horror art",0,0,0,0,"","1","17","N/A"
"bookworm scary gift",0,0,0,0,"","1","19","N/A"
"gothic decor graphic",0,0,0,0,"","1","20","N/A"
"read at own risk png",0,0,0,0,"","1","20","N/A"
"hawaii bookmark",3,0,0,272,"98","1","15",90
"librarycard bookmark",1,0,0,9,"48","1","20","N/A"
"booktok gift",8,5,63,77158,"100","1","12","N/A"
"hawaii gift",0,0,0,101692,"","1","11","N/A"
"olelo hawaii",0,0,0,643,"","1","12","N/A"
"indigenous art",18,1,6,22917,"100","1","14",1900
"hawaii aesthetic",0,0,0,4945,"","1","16","N/A"
"local hawaii gift",0,0,0,0,"","1","17","N/A"
"reading baby",0,0,0,10020,"","1","12","N/A"
"baby outfit",21,14,67,373412,"100","1","11",0
"cute romper",0,0,0,17633,"","1","11","N/A"
"bear baby",3,0,0,244724,"100","1","9",0
"reader baby",0,0,0,0,"","1","11","N/A"
"baby shower",0,0,0,2172714,"","1","11",60500
"coquette art",6,1,17,372029,"100","1","12","N/A"
"chateaucore",6,1,17,4621,"100","1","11",140
"home library decor",10,1,10,79380,"100","1","18",390
"feminine girly decor",0,0,0,8136,"","1","20","N/A"
"bookish christmas",3,0,0,59285,"100","1","17","N/A"
"christmas gifted",0,0,0,17141,"","1","16","N/A"
"librarian sweatshirt",3,0,0,34650,"100","1","20","N/A"
"gold foil journal",4,0,0,3447,"100","1","17",30
"pretty journal",0,0,0,14739,"","1","14",880
"scc freshie housing",0,0,0,0,"","1","19","N/A"
"southerncharm",0,0,0,91,"","1","13","N/A"
"3d printed housing",0,0,0,866,"","1","18","N/A"
"3d printed freshies",0,0,0,0,"","1","19","N/A"
"freshie housing",0,0,0,4960,"","1","15","N/A"
"car scent freshies",0,0,0,8413,"","1","18","N/A"
"silicone mold",0,0,0,80034,"","1","13",18100
"freshie scent mold",0,0,0,0,"","1","18","N/A"
"freshie mold",3,0,0,18141,"100","1","12","N/A"
"smut freshie mold",0,0,0,0,"","1","17","N/A"
"planner stickers",0,0,0,454246,"","1","16",6600
"reminder stickers",0,0,0,22010,"","1","17","N/A"
"appointment stickers",5,1,20,6459,"100","1","20",50
"functional stickers",15,7,47,48908,"100","1","19",30
"library stickers",9,1,11,12925,"100","1","16",480
"task tracker",0,0,0,23519,"","1","12",2900
"plan to plan",2,0,0,0,"","1","12","N/A"
"erin condren",0,0,0,77855,"","1","12",60500
"retro bookish tee",0,0,0,7432,"","1","17","N/A"
"tale as old shirt",0,0,0,2242,"","1","17","N/A"
"disney reader tee",0,0,0,232,"","1","17","N/A"
"vintage belle tee",0,0,0,2280,"","1","17","N/A"
"fairytale shirt",0,0,0,6158,"","1","15","N/A"
"reading theme tee",0,0,0,0,"","1","17","N/A"
"disney reading shirt",0,0,0,250,"","1","20","N/A"
"trope crewneck",0,0,0,0,"","1","14","N/A"
"trope pullover",0,0,0,0,"","1","14","N/A"
"slow burn trope",0,0,0,747,"","1","15","N/A"
"slow burn shirt",0,0,0,614,"","1","15","N/A"
"slow burn crewneck",0,0,0,0,"","1","18","N/A"
"slow burn pullover",0,0,0,0,"","1","18","N/A"
"romance novel shirt",0,0,0,1737,"","1","19","N/A"
"playtime",1,0,0,15079,"100","1","8","N/A"
"canine",1,0,0,53451,"100","1","6","N/A"
"pupper",0,0,0,45921,"","1","6","N/A"
"french bulldog",0,0,0,60820,"","1","14",550000
"romance fiction",0,0,0,19819,"","1","15","N/A"
"dolly all the time",0,0,0,0,"","1","18","N/A"
"annabel monaghan",0,0,0,0,"","1","16","N/A"
"summer romance",0,0,0,4478,"","1","14","N/A"
"antisocial",16,18,113,30565,"100","1","10",33100
"cozy pullover",0,0,0,213310,"","1","13","N/A"
"christmas gift idea",9,5,56,685907,"100","1","19","N/A"
"gifted for readers",0,0,0,1393,"","1","18","N/A"
"winter sweatshirt",0,0,0,313797,"","1","17",480
"funny bookworm tee",0,0,0,15204,"","1","18","N/A"
"reader gift shirt",0,0,0,103136,"","1","17","N/A"
"bookish tee women",0,0,0,0,"","1","17","N/A"
"librarian shirt gift",0,0,0,59835,"","1","20","N/A"
"funny reader shirt",1,0,0,32508,"100","1","18","N/A"
"reading graphic tee",2,0,0,18247,"100","1","19",0
"kindle stickers",0,0,0,81873,"","1","15",1600
"reading stickers",0,0,0,49105,"","1","16",880
"banned books",12,5,42,18118,"100","1","12",40500
"tshirt design png",15,14,93,440163,"100","1","17",50
"sweatshirt png",1,0,0,82853,"100","1","14","N/A"
"halloween quotes",3,0,0,51799,"100","1","16","N/A"
"books png design",0,0,0,0,"","1","16","N/A"
"coffee reading",3,0,0,36269,"100","1","14",1000
"mug design png",0,0,0,169300,"","1","14","N/A"
"bullet journal idea",0,0,0,5626,"","1","19","N/A"
"journal page",5,1,20,251890,"100","1","12","N/A"
"bookclub",10,1,10,9266,"100","1","8",40500
"tote bags",0,0,0,742522,"","1","9",301000
"bookish tote",7,1,14,17679,"100","1","12",1900
"bookish bag",6,1,17,35057,"100","1","11",27100
"bookshop bag",0,0,0,105,"","1","12","N/A"
"dramione shirt",0,0,0,778,"","1","14","N/A"
"dramione fanfiction",0,0,0,1096,"","1","19","N/A"
"morally grey shirt",2,0,0,2853,"100","1","18","N/A"
